Contact ID,Title,Last Name,First Name,Middle Name,Company,Suffix,Billing Email,Phone,Street 1,Street 2,City,State/Providence,ZIP/Postal Code,Country,Member ID,Campaign Title,Form Title,Net Transaction Amount,Transaction Date,Gift Type,Temple Name,Designee 1 Administrative Name,Origin of Gift,Payment Method,Settlement Status,Billing Last Name,Billing First Name,Billing Middle Name,Billing Suffix,Billing Street1,Billing Street2,Billing City,Billing State,Billing Zip,Billing Phone,Is Honor Gift,Tribute First Name,Tribute Last Name,Sender Title,Sender First Name,Sender Last Name,Sender Address 1,Sender Address 2,Sender City,Sender State,Sender Zip,Sender Country,Source Code Type,Source Code Text,Sub Source Code Text,Name of Staff Member,Donation Comment,Store Name
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/27/2017,Standard,,,,,,,,,,,,,,,,,LX14z9SegftkqAW2cBfJJPtNLF4oiGc5,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/27/2017,Standard,,,,,,,,,,,,,,,,,mUDYbVytKDBddHFXxElPqwC7lxbZg6KN,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,IjrUnzqEDFUaLWYBK1H8Hy0hLkY6gsCA,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,kq0h3Ozve4HQ0dtCiA8ZVK88uoGKP0Gi,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,yoEeN8V6d9rYwPIFCiB3ZHPIKqBXTHv9,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,bfCHKDkh0Mi1J0oOzTk1dh0VCAvmsgLb,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,4cOEWkSPEVOymgov28Gn6ARGYjZma9m7,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,jHFfA3nwgQe5OTLDZhLA154FLseEuOGc,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Y1CfWdiYchgroqhrgx9esVOnZWzSOe6j,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,ssLPCgfxFzwlNW7QDj6oHk7TXPRdW3F7,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,dQNRuQGQdh6bgWVhlWyBHBuVTPcvCG4L,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,gDDiXv5geawtEdGdLcJNAzLZk2oPuWjG,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,bZeAvQfKbmlIVQaWVagqdNegab0ws3fz,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Il64sezzOSfF80xnrsemj3kKgGtnqRSZ,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,pImBElG2EvaQeuXILwGjW0pqrjYtrwlP,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,GVbvFlP1UtZdLTLBilgSdBTGwlHlTDJy,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,rLGFkMV7gv4n7Zjw80xnmZSmsr0EjiTn,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,ENT5EhNNYb03bEB2QDDq0OlCUXvzde1f,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,qo9a5xqXbifJ9MRFMTbsmixkImGtaIeR,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,1IcW49n91EDp2Bk4tq78HoxIYtb6Iz1N,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,bi3juWwaFZU2frfvJSIl5fw63SZaFW5r,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,J0qnDseLssADiH0kpw6xm3iJsryQgAGO,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,HGvmlngsCjAFGtjRhvKCI4NhFLhv9jEM,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,cAPKX1UiVLQOHbdF55vQ6ABIaHwF7FM7,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,UMsMfyfTCvCgywW4PvE8fw6wGnLeQrSB,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,YYNOOp6dzNS2lsXxj3EK4dcAPdZgHIU5,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,1GAM6AQGWg3vXNBiWacRr3lpXOGwHLys,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Wvx5Km9SDtGOJoUwD1PET8hI8CKYj244,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,LXNYzgsUIYVV7Ffus3APspkBHh0zeAv7,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,HDZ5D5hxo7yfugsOF36aDz6zCZ5EkuWX,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,JUugEHPNIm1rYMEJyxbCrt9a3Ljm7nie,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,kUQpc6vl9UrUjovFUBcTDLpWcGfRFqX1,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,tdfGmjVqkcB2FPVuKq6UakRkbVnWi9Ed,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,nJDlzqnJrTEwEFqR3OvmHEAeCLgYwyUz,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,cyA6dhG3A423TpSrU88QbERYhX1q65Wk,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,0VyQd7F9R2yqUxBbHQUSX3ASzUYp2K6q,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,WKaaPKeQEWC3p5k4rEzyhdbsF5zcLjKs,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,idzsPGzpTDuKSdAlE38e7e9YUB7xrgaa,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,2UdINm4Z7YJGee7nJi86tCnUV4piYKIF,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,msnNeO6JiDcmBc7znON0yt4v192nCYXN,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,uMqXxPfIFgay5o7IBkAiuvKGG5rPSolu,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,PS4i5Yr34x7vzoifypAgptkh0VahdWRY,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,UXOsbZUlgN9KdMMNVt5QK8LPPQPBmpvG,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Z7nyGepRVOTnkxVWURiXMQxy0fnu9lPU,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,vsNbKOeFD3kiTRnaTTQbdDUTDbLCGIC1,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Nz8gdftE75Goedj9dsgckia3iK5eHL3h,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Ws7e6ZP5auisTbL816ST0UINClL6QEPM,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,4OgeYig0C4a7UFo1d5eWL3WnXWdYjNvv,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,PjmxDkxkPU1N84sLCmctRX7ISkNJnRka,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,rilIXoJe3GdnRDzV2wBEqFtsf2CbES0X,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,UjsfpE3biNAJPpPTfj1drbCjEUq3cIKa,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,R6Mse7cHF3kO20uBrPOzMUi7UMQRQb20,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,PIpxDQ3YBQ4CKPSAw9DkeyDhOSnk20kt,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,xV8YRrpU2CTtQFnGFJhqHXLaJPIXfKPf,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,8N2ISeIWVz0JXG4IwlV3S3OlGPEQzWTS,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,CDQYknMgnFWN5aWsrjj6gyQTVDO0dsx2,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Rk8sULhzWtr6hYnexMA0Ulm3nq7QUNm9,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,Wqy0E1NphOKvNrO7AlVKAGBnuq0Wtjel,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,GnEVw3Ty3fP7GatL20vdVStSkCiYacNk,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,U61aJLhGvlRE6uu75lLW6om6fB1PjQYA,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,IvTf0C0E4q6yeod8frL7vV2OAA2uQuzz,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,3yTpoY62eefYfHxgUaXRHFFeH4ojdRHF,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,6NTk9QBqcktZkpygoW5Q7HMYg0GGsv32,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,3BqxTPrquTfJjgZRnMd8bUxtKbjgqLNa,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,81jHAy23qG4otDzbzQlDhBZZUu3XxYzX,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,GOkHE1eJP2By7GD8uWXos1eVPP06zZVx,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,s3I8BXHVYrgvsGcZv24FuVQWW0EA19TR,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,KzSY18qx3Gy8w1JC02jgyatynXzLuZJs,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,cwHiinh2wftP4FKJ3C0NC0BFTIBzEasW,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,EcjZeYKKo0gITokDXDx62vNgnOF5Yrf8,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Hunters Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES         ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,loxAgvYXWKvZbxjjJ1yh3uorsRwhcHtV,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,2nd Annual National Kickball Championship Presented by VAVi Sport & Social Club ,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,5ksG2YeZVASBmXCvqzG9bFc6r7OQLnCZ,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,uAqSMCn3KME0wJzKsgHqD8Cy2Coplw6R,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,0T1HVhcf3rC0HUOGNKCqucKdXF0lblVt,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,EPXGx5JnGygzCc4OMjJD29meZj1BV07S,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,5th Annual StayClassy PB Pub Crawl,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,gqpnBNX0HVeRldhn0CXlmBnsycReJ3Uc,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,dROPuOiuQlQSivVLzRY4hb4kz69lptm7,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Stay Classy Tailgate,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,itY6IUMOiB0KkJdZqCw1xCazfEsu1Px0,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,"Hunter's Fight Duathlon/Triathlon Sponsored by RuckPack and 4GR8 TEES      ",,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,jap4xnrj67isYNnPPLOzuuTMPyn8z61E,,,,,,,,,,,,,,,,
,,,,,,,jpompe@classy.org,,,,,,,,,Rock and Roll Happy Time,,0.00,01/26/2017,Standard,,,,,,,,,,,,,,,,,hYIxqd2DZxPt2LpeqWARNKgSd43VK2v4,,,,,,,,,,,,,,,,
